Time,Source,Destination,SrcPort,DstPort,Protocol,Frame,Ack,Bytes,Payload
1.215049,192.168.122.20,192.168.121.10,21,55956,TCP,124,123,66,21 > 55956 [ACK] Seq=1 Ack=23553 Win=148992 Len=0 TSval=856463 TSecr=646905
1.216106,192.168.122.20,192.168.121.10,21,55956,TCP,126,125,66,21 > 55956 [ACK] Seq=1 Ack=23809 Win=151936 Len=0 TSval=856463 TSecr=646905
1.218475,192.168.122.20,192.168.121.10,21,55956,TCP,128,127,66,21 > 55956 [ACK] Seq=1 Ack=24065 Win=154880 Len=0 TSval=856464 TSecr=646905
1.218937,192.168.122.20,192.168.121.10,21,55956,TCP,130,129,66,21 > 55956 [ACK] Seq=1 Ack=24321 Win=157696 Len=0 TSval=856464 TSecr=646906
1.219758,192.168.122.20,192.168.121.10,21,55956,TCP,132,131,66,21 > 55956 [ACK] Seq=1 Ack=24577 Win=160640 Len=0 TSval=856464 TSecr=646906
1.220670,192.168.122.20,192.168.121.10,21,55956,TCP,134,133,66,21 > 55956 [ACK] Seq=1 Ack=24833 Win=163456 Len=0 TSval=856464 TSecr=646906
1.221731,192.168.122.20,192.168.121.10,21,55956,TCP,136,135,66,21 > 55956 [ACK] Seq=1 Ack=25089 Win=166400 Len=0 TSval=856465 TSecr=646906
1.229478,192.168.122.20,192.168.121.10,21,55956,TCP,139,138,66,21 > 55956 [ACK] Seq=1 Ack=26793 Win=172160 Len=0 TSval=856466 TSecr=646908
1.229694,192.168.122.20,192.168.121.10,21,55956,TCP,141,140,66,21 > 55956 [ACK] Seq=1 Ack=26881 Win=172160 Len=0 TSval=856467 TSecr=646908
1.237122,192.168.122.20,192.168.121.10,21,55956,TCP,144,,78,[TCP Window Update] 21 > 55956 [ACK] Seq=1 Ack=26881 Win=175104 Len=0 TSval=856468 TSecr=646908 SLE=27137 SRE=28585
1.238646,192.168.122.20,192.168.121.10,21,55956,TCP,146,143,66,21 > 55956 [ACK] Seq=1 Ack=28585 Win=178048 Len=0 TSval=856469 TSecr=646911
1.238801,192.168.122.20,192.168.121.10,21,55956,TCP,148,147,66,21 > 55956 [ACK] Seq=1 Ack=28929 Win=180864 Len=0 TSval=856469 TSecr=646911
1.239097,192.168.122.20,192.168.121.10,21,55956,TCP,150,149,66,21 > 55956 [ACK] Seq=1 Ack=29185 Win=183808 Len=0 TSval=856469 TSecr=646911
1.240210,192.168.122.20,192.168.121.10,21,55956,TCP,152,151,66,21 > 55956 [ACK] Seq=1 Ack=29441 Win=185856 Len=0 TSval=856469 TSecr=646911
1.241282,192.168.122.20,192.168.121.10,21,55956,TCP,154,153,66,21 > 55956 [ACK] Seq=1 Ack=29697 Win=185856 Len=0 TSval=856469 TSecr=646911
1.242435,192.168.122.20,192.168.121.10,21,55956,TCP,156,155,66,21 > 55956 [ACK] Seq=1 Ack=29953 Win=185856 Len=0 TSval=856470 TSecr=646912
1.243585,192.168.122.20,192.168.121.10,21,55956,TCP,158,157,66,21 > 55956 [ACK] Seq=1 Ack=30209 Win=185856 Len=0 TSval=856470 TSecr=646912
1.244601,192.168.122.20,192.168.121.10,21,55956,TCP,160,159,66,21 > 55956 [ACK] Seq=1 Ack=30465 Win=185856 Len=0 TSval=856470 TSecr=646912
1.245651,192.168.122.20,192.168.121.10,21,55956,TCP,162,161,66,21 > 55956 [ACK] Seq=1 Ack=30721 Win=185856 Len=0 TSval=856471 TSecr=646912
1.466790,192.168.122.20,192.168.121.10,21,55956,TCP,167,165,78,21 > 55956 [ACK] Seq=1 Ack=33873 Win=185856 Len=0 TSval=856526 TSecr=646917 SLE=30721 SRE=30977
1.467202,192.168.122.20,192.168.121.10,21,55956,TCP,170,168,66,21 > 55956 [ACK] Seq=1 Ack=35321 Win=185856 Len=0 TSval=856526 TSecr=646968
1.467462,192.168.122.20,192.168.121.10,21,55956,TCP,172,,78,[TCP Dup ACK 170#1] 21 > 55956 [ACK] Seq=1 Ack=35321 Win=185856 Len=0 TSval=856526 TSecr=646968 SLE=36769 SRE=38217
1.467614,192.168.122.20,192.168.121.10,21,55956,TCP,174,,78,[TCP Dup ACK 170#2] 21 > 55956 [ACK] Seq=1 Ack=35321 Win=185856 Len=0 TSval=856526 TSecr=646968 SLE=36769 SRE=39665
1.694713,192.168.122.20,192.168.121.10,21,55956,TCP,177,173,66,21 > 55956 [ACK] Seq=1 Ack=39665 Win=184064 Len=0 TSval=856583 TSecr=647025
1.695315,192.168.122.20,192.168.121.10,21,55956,TCP,180,,78,[TCP Window Update] 21 > 55956 [ACK] Seq=1 Ack=39665 Win=185856 Len=0 TSval=856583 TSecr=647025 SLE=41113 SRE=42561
1.695423,192.168.122.20,192.168.121.10,21,55956,TCP,182,,78,[TCP Dup ACK 180#1] 21 > 55956 [ACK] Seq=1 Ack=39665 Win=185856 Len=0 TSval=856583 TSecr=647025 SLE=41113 SRE=44009
1.696145,192.168.122.20,192.168.121.10,21,55956,TCP,184,,78,[TCP Dup ACK 180#2] 21 > 55956 [ACK] Seq=1 Ack=39665 Win=185856 Len=0 TSval=856583 TSecr=647025 SLE=41113 SRE=45457
1.696382,192.168.122.20,192.168.121.10,21,55956,TCP,186,,78,[TCP Dup ACK 180#3] 21 > 55956 [ACK] Seq=1 Ack=39665 Win=185856 Len=0 TSval=856583 TSecr=647025 SLE=41113 SRE=46905
1.696561,192.168.122.20,192.168.121.10,21,55956,TCP,188,,78,[TCP Dup ACK 180#4] 21 > 55956 [ACK] Seq=1 Ack=39665 Win=185856 Len=0 TSval=856583 TSecr=647025 SLE=41113 SRE=48353
1.696765,192.168.122.20,192.168.121.10,21,55956,TCP,191,187,66,21 > 55956 [ACK] Seq=1 Ack=48353 Win=180992 Len=0 TSval=856583 TSecr=647025
1.696856,192.168.122.20,192.168.121.10,21,55956,TCP,193,190,66,21 > 55956 [ACK] Seq=1 Ack=49801 Win=179968 Len=0 TSval=856583 TSecr=647025
1.696987,192.168.122.20,192.168.121.10,21,55956,TCP,195,194,66,21 > 55956 [ACK] Seq=1 Ack=52697 Win=185856 Len=0 TSval=856583 TSecr=647025
1.697191,192.168.122.20,192.168.121.10,21,55956,TCP,198,197,66,21 > 55956 [ACK] Seq=1 Ack=55593 Win=185088 Len=0 TSval=856583 TSecr=647025
1.697336,192.168.122.20,192.168.121.10,21,55956,TCP,201,200,66,21 > 55956 [ACK] Seq=1 Ack=58489 Win=185088 Len=0 TSval=856583 TSecr=647025
1.697504,192.168.122.20,192.168.121.10,21,55956,TCP,204,203,66,21 > 55956 [ACK] Seq=1 Ack=61385 Win=185088 Len=0 TSval=856584 TSecr=647025
1.697674,192.168.122.20,192.168.121.10,21,55956,TCP,207,206,66,21 > 55956 [ACK] Seq=1 Ack=64281 Win=185088 Len=0 TSval=856584 TSecr=647025
1.697952,192.168.122.20,192.168.121.10,21,55956,TCP,210,,78,[TCP Window Update] 21 > 55956 [ACK] Seq=1 Ack=64281 Win=185856 Len=0 TSval=856584 TSecr=647025 SLE=65729 SRE=67177
1.698150,192.168.122.20,192.168.121.10,21,55956,TCP,212,,78,[TCP Dup ACK 210#1] 21 > 55956 [ACK] Seq=1 Ack=64281 Win=185856 Len=0 TSval=856584 TSecr=647025 SLE=65729 SRE=68625
1.698311,192.168.122.20,192.168.121.10,21,55956,TCP,214,,78,[TCP Dup ACK 210#2] 21 > 55956 [ACK] Seq=1 Ack=64281 Win=185856 Len=0 TSval=856584 TSecr=647025 SLE=65729 SRE=70073
1.699104,192.168.122.20,192.168.121.10,21,55956,TCP,216,213,66,21 > 55956 [ACK] Seq=1 Ack=70073 Win=183040 Len=0 TSval=856584 TSecr=647026
1.699474,192.168.122.20,192.168.121.10,21,55956,TCP,219,218,66,21 > 55956 [ACK] Seq=1 Ack=72969 Win=185088 Len=0 TSval=856584 TSecr=647026
1.699678,192.168.122.20,192.168.121.10,21,55956,TCP,222,221,66,21 > 55956 [ACK] Seq=1 Ack=75865 Win=185088 Len=0 TSval=856584 TSecr=647026
1.699871,192.168.122.20,192.168.121.10,21,55956,TCP,225,224,66,21 > 55956 [ACK] Seq=1 Ack=78761 Win=185088 Len=0 TSval=856584 TSecr=647026
1.700097,192.168.122.20,192.168.121.10,21,55956,TCP,228,226,66,21 > 55956 [ACK] Seq=1 Ack=80209 Win=185856 Len=0 TSval=856584 TSecr=647026
1.700229,192.168.122.20,192.168.121.10,21,55956,TCP,230,,78,[TCP Dup ACK 228#1] 21 > 55956 [ACK] Seq=1 Ack=80209 Win=185856 Len=0 TSval=856584 TSecr=647026 SLE=81657 SRE=83105
1.700350,192.168.122.20,192.168.121.10,21,55956,TCP,232,,78,[TCP Dup ACK 228#2] 21 > 55956 [ACK] Seq=1 Ack=80209 Win=185856 Len=0 TSval=856584 TSecr=647026 SLE=81657 SRE=84553
1.700471,192.168.122.20,192.168.121.10,21,55956,TCP,234,,78,[TCP Dup ACK 228#3] 21 > 55956 [ACK] Seq=1 Ack=80209 Win=185856 Len=0 TSval=856584 TSecr=647026 SLE=81657 SRE=86001
1.700597,192.168.122.20,192.168.121.10,21,55956,TCP,236,233,66,21 > 55956 [ACK] Seq=1 Ack=86001 Win=183040 Len=0 TSval=856584 TSecr=647026
1.700743,192.168.122.20,192.168.121.10,21,55956,TCP,239,237,66,21 > 55956 [ACK] Seq=1 Ack=87449 Win=185856 Len=0 TSval=856584 TSecr=647026
1.700876,192.168.122.20,192.168.121.10,21,55956,TCP,241,,78,[TCP Dup ACK 239#1] 21 > 55956 [ACK] Seq=1 Ack=87449 Win=185856 Len=0 TSval=856584 TSecr=647026 SLE=88897 SRE=90345
1.700999,192.168.122.20,192.168.121.10,21,55956,TCP,243,,78,[TCP Dup ACK 239#2] 21 > 55956 [ACK] Seq=1 Ack=87449 Win=185856 Len=0 TSval=856584 TSecr=647026 SLE=88897 SRE=91793
1.701126,192.168.122.20,192.168.121.10,21,55956,TCP,245,,78,[TCP Dup ACK 239#3] 21 > 55956 [ACK] Seq=1 Ack=87449 Win=185856 Len=0 TSval=856584 TSecr=647026 SLE=88897 SRE=93241
2.310674,192.168.122.20,192.168.121.10,21,55956,TCP,250,244,66,21 > 55956 [ACK] Seq=1 Ack=93241 Win=183040 Len=0 TSval=856737 TSecr=647179
2.310984,192.168.122.20,192.168.121.10,21,55956,TCP,253,252,66,21 > 55956 [ACK] Seq=1 Ack=96137 Win=185088 Len=0 TSval=856737 TSecr=647179
2.311127,192.168.122.20,192.168.121.10,21,55956,TCP,256,255,66,21 > 55956 [ACK] Seq=1 Ack=99033 Win=185088 Len=0 TSval=856737 TSecr=647179
2.311239,192.168.122.20,192.168.121.10,21,55956,TCP,259,258,66,21 > 55956 [ACK] Seq=1 Ack=101929 Win=185088 Len=0 TSval=856737 TSecr=647179
2.322807,192.168.122.20,192.168.121.10,21,55956,TCP,263,262,66,21 > 55956 [ACK] Seq=1 Ack=106273 Win=185856 Len=0 TSval=856740 TSecr=647182
2.323060,192.168.122.20,192.168.121.10,21,55956,TCP,266,,78,[TCP Dup ACK 263#1] 21 > 55956 [ACK] Seq=1 Ack=106273 Win=185856 Len=0 TSval=856740 TSecr=647182 SLE=107721 SRE=109169
2.323267,192.168.122.20,192.168.121.10,21,55956,TCP,268,,78,[TCP Dup ACK 263#2] 21 > 55956 [ACK] Seq=1 Ack=106273 Win=185856 Len=0 TSval=856740 TSecr=647182 SLE=107721 SRE=110617
2.323438,192.168.122.20,192.168.121.10,21,55956,TCP,270,,78,[TCP Dup ACK 263#3] 21 > 55956 [ACK] Seq=1 Ack=106273 Win=185856 Len=0 TSval=856740 TSecr=647182 SLE=107721 SRE=112065
2.323634,192.168.122.20,192.168.121.10,21,55956,TCP,272,269,66,21 > 55956 [ACK] Seq=1 Ack=112065 Win=183040 Len=0 TSval=856740 TSecr=647182
2.334653,192.168.122.20,192.168.121.10,21,55956,TCP,276,273,78,21 > 55956 [ACK] Seq=1 Ack=113513 Win=185856 Len=0 TSval=856743 TSecr=647182 SLE=114961 SRE=116409
2.538806,192.168.122.20,192.168.121.10,21,55956,TCP,279,275,66,21 > 55956 [ACK] Seq=1 Ack=116409 Win=185088 Len=0 TSval=856794 TSecr=647236
2.539166,192.168.122.20,192.168.121.10,21,55956,TCP,282,,78,[TCP Window Update] 21 > 55956 [ACK] Seq=1 Ack=116409 Win=185856 Len=0 TSval=856794 TSecr=647236 SLE=117857 SRE=119305
2.539374,192.168.122.20,192.168.121.10,21,55956,TCP,284,281,66,21 > 55956 [ACK] Seq=1 Ack=120753 Win=184064 Len=0 TSval=856794 TSecr=647236
2.539522,192.168.122.20,192.168.121.10,21,55956,TCP,287,285,66,21 > 55956 [ACK] Seq=1 Ack=122201 Win=185856 Len=0 TSval=856794 TSecr=647236
2.754775,192.168.122.20,192.168.121.10,21,55956,TCP,291,288,66,21 > 55956 [ACK] Seq=1 Ack=125097 Win=185088 Len=0 TSval=856848 TSecr=647290
2.755064,192.168.122.20,192.168.121.10,21,55956,TCP,293,,78,[TCP Window Update] 21 > 55956 [ACK] Seq=1 Ack=125097 Win=185856 Len=0 TSval=856848 TSecr=647290 SLE=126545 SRE=127993
2.755292,192.168.122.20,192.168.121.10,21,55956,TCP,295,,78,[TCP Dup ACK 293#1] 21 > 55956 [ACK] Seq=1 Ack=125097 Win=185856 Len=0 TSval=856848 TSecr=647290 SLE=126545 SRE=129441
2.755467,192.168.122.20,192.168.121.10,21,55956,TCP,297,,78,[TCP Dup ACK 293#2] 21 > 55956 [ACK] Seq=1 Ack=125097 Win=185856 Len=0 TSval=856848 TSecr=647290 SLE=126545 SRE=130889
2.755614,192.168.122.20,192.168.121.10,21,55956,TCP,299,296,66,21 > 55956 [ACK] Seq=1 Ack=130889 Win=183040 Len=0 TSval=856848 TSecr=647290
2.766587,192.168.122.20,192.168.121.10,21,55956,TCP,303,302,66,21 > 55956 [ACK] Seq=1 Ack=135233 Win=185856 Len=0 TSval=856851 TSecr=647293
2.766818,192.168.122.20,192.168.121.10,21,55956,TCP,306,304,66,21 > 55956 [ACK] Seq=1 Ack=136681 Win=185856 Len=0 TSval=856851 TSecr=647293
2.766975,192.168.122.20,192.168.121.10,21,55956,TCP,308,,78,[TCP Dup ACK 306#1] 21 > 55956 [ACK] Seq=1 Ack=136681 Win=185856 Len=0 TSval=856851 TSecr=647293 SLE=138129 SRE=139577
2.767111,192.168.122.20,192.168.121.10,21,55956,TCP,310,,78,[TCP Dup ACK 306#2] 21 > 55956 [ACK] Seq=1 Ack=136681 Win=185856 Len=0 TSval=856851 TSecr=647293 SLE=138129 SRE=141025
2.767234,192.168.122.20,192.168.121.10,21,55956,TCP,312,,78,[TCP Dup ACK 306#3] 21 > 55956 [ACK] Seq=1 Ack=136681 Win=185856 Len=0 TSval=856851 TSecr=647293 SLE=138129 SRE=142473
2.970915,192.168.122.20,192.168.121.10,21,55956,TCP,315,311,78,21 > 55956 [ACK] Seq=1 Ack=142473 Win=185856 Len=0 TSval=856902 TSecr=647293 SLE=136681 SRE=138129
3.026930,192.168.122.20,192.168.121.10,21,55956,TCP,319,,78,[TCP Dup ACK 315#1] 21 > 55956 [ACK] Seq=1 Ack=142473 Win=185856 Len=0 TSval=856916 TSecr=647293 SLE=143921 SRE=146817
3.027366,192.168.122.20,192.168.121.10,21,55956,TCP,321,,78,[TCP Dup ACK 315#2] 21 > 55956 [ACK] Seq=1 Ack=142473 Win=185856 Len=0 TSval=856916 TSecr=647293 SLE=143921 SRE=148265
3.027598,192.168.122.20,192.168.121.10,21,55956,TCP,323,320,66,21 > 55956 [ACK] Seq=1 Ack=148265 Win=183040 Len=0 TSval=856916 TSecr=647358
3.027785,192.168.122.20,192.168.121.10,21,55956,TCP,326,324,66,21 > 55956 [ACK] Seq=1 Ack=151161 Win=185344 Len=0 TSval=856916 TSecr=647358
3.027810,192.168.122.20,192.168.121.10,21,55956,TCP,329,325,66,21 > 55956 [ACK] Seq=1 Ack=154057 Win=183552 Len=0 TSval=856916 TSecr=647358
3.028094,192.168.122.20,192.168.121.10,21,55956,TCP,332,327,66,21 > 55956 [ACK] Seq=1 Ack=156953 Win=185344 Len=0 TSval=856916 TSecr=647358
3.028133,192.168.122.20,192.168.121.10,21,55956,TCP,335,,78,[TCP Dup ACK 332#1] 21 > 55956 [ACK] Seq=1 Ack=156953 Win=185344 Len=0 TSval=856916 TSecr=647358 SLE=158401 SRE=161297
3.028155,192.168.122.20,192.168.121.10,21,55956,TCP,337,330,66,21 > 55956 [ACK] Seq=1 Ack=161297 Win=182528 Len=0 TSval=856916 TSecr=647358
3.028165,192.168.122.20,192.168.121.10,21,55956,TCP,339,331,66,21 > 55956 [ACK] Seq=1 Ack=162745 Win=181504 Len=0 TSval=856916 TSecr=647358
3.028536,192.168.122.20,192.168.121.10,21,55956,TCP,341,333,66,21 > 55956 [ACK] Seq=1 Ack=165641 Win=185344 Len=0 TSval=856916 TSecr=647358
3.028579,192.168.122.20,192.168.121.10,21,55956,TCP,344,,78,[TCP Dup ACK 341#1] 21 > 55956 [ACK] Seq=1 Ack=165641 Win=185344 Len=0 TSval=856916 TSecr=647358 SLE=169985 SRE=172881
3.028596,192.168.122.20,192.168.121.10,21,55956,TCP,346,,78,[TCP Dup ACK 341#2] 21 > 55956 [ACK] Seq=1 Ack=165641 Win=185344 Len=0 TSval=856916 TSecr=647358 SLE=169985 SRE=175777
3.028615,192.168.122.20,192.168.121.10,21,55956,TCP,349,334,78,21 > 55956 [ACK] Seq=1 Ack=167089 Win=183936 Len=0 TSval=856916 TSecr=647358 SLE=169985 SRE=175777
3.028951,192.168.122.20,192.168.121.10,21,55956,TCP,351,,78,[TCP Dup ACK 349#1] 21 > 55956 [ACK] Seq=1 Ack=167089 Win=183936 Len=0 TSval=856916 TSecr=647358 SLE=169985 SRE=178673
3.028985,192.168.122.20,192.168.121.10,21,55956,TCP,353,,78,[TCP Dup ACK 349#2] 21 > 55956 [ACK] Seq=1 Ack=167089 Win=183936 Len=0 TSval=856916 TSecr=647358 SLE=169985 SRE=180121
3.028999,192.168.122.20,192.168.121.10,21,55956,TCP,355,,78,[TCP Dup ACK 349#3] 21 > 55956 [ACK] Seq=1 Ack=167089 Win=183936 Len=0 TSval=856916 TSecr=647358 SLE=169985 SRE=183017
3.029241,192.168.122.20,192.168.121.10,21,55956,TCP,357,350,78,21 > 55956 [ACK] Seq=1 Ack=183017 Win=185856 Len=0 TSval=856916 TSecr=647358 SLE=185913 SRE=187361
3.029520,192.168.122.20,192.168.121.10,21,55956,TCP,361,,86,[TCP Dup ACK 357#1] 21 > 55956 [ACK] Seq=1 Ack=183017 Win=185856 Len=0 TSval=856917 TSecr=647358 SLE=191705 SRE=194601 SLE=185913 SRE=187361
3.029554,192.168.122.20,192.168.121.10,21,55956,TCP,364,,86,[TCP Dup ACK 357#2] 21 > 55956 [ACK] Seq=1 Ack=183017 Win=185856 Len=0 TSval=856917 TSecr=647358 SLE=190257 SRE=194601 SLE=185913 SRE=187361
